n,InsertionSort,MergeSort,HybridMergeSort,BubbleSort,SelectionSort
100,0.0,0.0009984970092773438,0.0,0.000997781753540039,0.0
500,0.009999275207519531,0.002001523971557617,0.0009987354278564453,0.021001338958740234,0.008998394012451172
1000,0.03699851036071777,0.003999948501586914,0.004002094268798828,0.09703993797302246,0.04696369171142578
5000,1.2499961853027344,0.0279996395111084,0.026000261306762695,2.9800002574920654,1.1220028400421143
10000,5.039005756378174,0.06399846076965332,0.061040639877319336,12.552198886871338,4.614457607269287
20000,19.568291187286377,0.11303830146789551,0.11496162414550781,50.291664838790894,22.438838720321655
30000,56.7072696685791,0.2160329818725586,0.23796916007995605,127.57027745246887,47.44827151298523
40000,99.51512694358826,0.5089609622955322,0.39600229263305664,3095.558621406555,75.05125021934509
50000,133.88053131103516,0.3119924068450928,0.4153251647949219,296.7660367488861,133.96948528289795
